date,fmisid,station_lat,station_lon,temperature,humidity,wind_speed,precipitation,fire
2015-04-23,101851,65.868932,24.179364,2.12,72.58,1.58,0.0,1
2015-05-25,100955,60.374748,23.116611,10.92,71.5,,0.0,1
2015-06-17,100968,60.329368,24.97274,12.43,54.96,5.2,0.0,1
2015-10-10,101785,64.66589,24.40695,2.28,78.83,4.14,,1
2016-02-14,101851,65.868932,24.179364,-3.17,95.71,2.9,4.4,1
2016-04-12,101785,64.66589,24.40695,1.3,88.29,6.0,,1
2016-04-22,101194,60.6965,26.811056,2.35,78.83,,0.0,1
2016-05-11,100683,60.303725,25.549164,11.59,52.29,5.01,,1
2016-05-30,101785,64.66589,24.40695,15.56,80.08,4.59,,1
2016-06-02,101256,62.333816,21.190813,17.33,73.83,4.61,0.0,1
2016-07-02,100947,60.37788,22.0964,20.37,78.17,7.27,,1
2016-07-11,101851,65.868932,24.179364,16.52,75.21,1.61,0.0,1
2016-07-19,852678,60.291281,24.567815,16.47,64.92,3.77,0.0,1
2016-08-19,100683,60.303725,25.549164,17.0,82.0,4.74,,1
2016-10-04,101785,64.66589,24.40695,5.55,74.88,6.27,,1
2017-01-02,101785,64.66589,24.40695,-7.53,86.32,3.36,,1
2017-03-23,101785,64.66589,24.40695,-0.5,79.17,10.58,,1
2017-04-11,100947,60.37788,22.0964,2.81,78.42,7.49,,1
2017-04-18,100947,60.37788,22.0964,1.0,52.0,4.09,,1
2017-07-21,100947,60.37788,22.0964,14.83,71.75,5.51,,1
2017-08-06,101851,65.868932,24.179364,12.25,78.58,3.09,0.0,1
2017-09-28,101785,64.66589,24.40695,9.26,93.79,4.34,,1
2017-10-17,100947,60.37788,22.0964,10.59,82.83,6.25,,1
2017-10-23,101851,65.868932,24.179364,-3.37,92.92,0.97,0.0,1
2017-10-25,101441,61.801861,29.315056,-1.12,85.62,,0.0,1
2017-11-07,100947,60.37788,22.0964,6.4,81.0,4.96,,1
2017-12-04,101785,64.66589,24.40695,0.25,81.71,5.45,,1
2018-05-19,101104,60.813972,23.49825,12.5,39.96,3.48,0.0,1
2018-05-22,101154,61.054083,25.038444,17.23,56.21,,,1
2018-05-31,101555,62.921782,26.424701,11.54,59.29,,0.0,1
2018-07-01,100683,60.303725,25.549164,15.1,51.75,8.3,,1
2018-07-24,101785,64.66589,24.40695,22.12,70.12,3.64,,1
2018-07-30,137208,62.393322,25.688617,23.81,62.33,2.15,0.0,1
2018-08-22,101851,65.868932,24.179364,10.8,76.88,2.75,1.5,1
2018-08-26,137208,62.393322,25.688617,12.3,90.75,1.14,0.0,1
2018-09-05,101785,64.66589,24.40695,14.13,89.62,4.07,,1
2018-09-17,101785,64.66589,24.40695,11.33,79.71,5.74,,1
2018-10-19,101785,64.66589,24.40695,8.59,81.54,8.9,,1
2018-11-01,100947,60.37788,22.0964,7.96,86.71,5.3,,1
2019-01-03,100947,60.37788,22.0964,-5.78,81.58,7.1,,1
2019-02-09,100947,60.37788,22.0964,2.0,95.21,10.58,,1
2019-03-31,101851,65.868932,24.179364,-0.76,65.29,1.68,0.0,1
2019-04-03,101785,64.66589,24.40695,2.33,70.83,8.33,,1
2019-06-05,100947,60.37788,22.0964,15.45,85.67,3.49,,1
2019-07-01,101785,64.66589,24.40695,13.11,87.12,6.49,,1
2019-08-20,101689,63.821333,24.163233,15.52,78.12,5.18,0.0,1
2019-09-08,101785,64.66589,24.40695,12.65,91.38,4.8,,1
2019-10-26,101272,62.183286,22.799827,4.07,81.29,,0.2,1
2020-01-03,101785,64.66589,24.40695,2.46,82.38,15.23,,1
2020-02-11,100947,60.37788,22.0964,3.6,81.75,6.76,,1
2020-03-28,101785,64.66589,24.40695,0.48,71.33,11.68,,1
2020-04-08,101851,65.868932,24.179364,2.82,72.46,3.97,0.0,1
2020-04-07,101785,64.66589,24.40695,2.59,83.08,8.09,,1
2020-05-22,101044,61.460112,21.808395,10.65,40.88,2.34,,1
2020-05-09,101191,60.898392,26.948819,8.5,52.04,4.65,,1
2020-05-07,101873,65.977172,26.367571,3.12,58.17,2.52,0.0,1
2020-05-29,101252,61.1982,28.47308,13.39,56.83,4.72,,1
2020-06-10,100683,60.303725,25.549164,17.98,68.62,3.52,,1
2020-06-09,137208,62.393322,25.688617,15.61,62.54,2.07,0.0,1
2020-06-13,101191,60.898392,26.948819,19.1,44.5,2.51,,1
2020-07-17,101252,61.1982,28.47308,19.76,64.04,3.04,,1
2020-08-02,101237,61.040298,28.129162,13.99,85.88,1.67,,1
2020-09-06,101851,65.868932,24.179364,13.53,80.21,3.2,0.0,1
2020-10-17,101785,64.66589,24.40695,7.56,81.96,8.85,,1
2020-10-18,101151,61.114537,24.324488,2.83,89.25,,1.0,1
2021-03-03,101851,65.868932,24.179364,-1.22,65.88,3.13,0.0,1
2021-03-05,107029,60.485947,26.592089,-6.64,68.33,3.29,0.0,1
2021-03-20,101851,65.868932,24.179364,-1.3,87.04,2.14,2.2,1
2021-05-08,101851,65.868932,24.179364,1.64,76.65,2.82,0.0,1
2021-05-27,101851,65.868932,24.179364,7.1,56.08,3.54,0.0,1
2021-06-01,100947,60.37788,22.0964,13.55,67.33,4.21,,1
2021-06-30,100947,60.37788,22.0964,20.01,66.54,5.38,,1
2021-07-20,101528,63.44564,24.44422,12.28,74.0,2.18,,1
2021-08-31,101237,61.040298,28.129162,13.25,77.62,1.76,,1
2021-09-10,101851,65.868932,24.179364,7.04,85.13,1.47,0.0,1
2021-09-15,101289,62.413445,22.183722,7.88,79.04,2.65,0.0,1
2021-09-21,100947,60.37788,22.0964,6.98,74.75,3.0,,1
2021-10-11,101851,65.868932,24.179364,8.14,93.08,3.87,2.3,1
2021-10-14,101851,65.868932,24.179364,2.72,93.58,4.3,11.6,1
2022-03-30,100947,60.37788,22.0964,-1.33,72.86,5.91,,1
2022-04-10,101785,64.66589,24.40695,0.89,83.88,4.06,,1
2022-07-09,101785,64.66589,24.40695,16.47,75.42,4.03,,1
2022-08-07,137208,62.393322,25.688617,13.41,71.46,3.88,0.3,1
2022-08-15,101237,61.040298,28.129162,21.02,62.29,2.26,,1
2022-08-26,137188,62.685713,22.842723,14.97,78.17,2.28,,1
2022-11-19,101851,65.868932,24.179364,-4.22,94.3,1.4,0.0,1
2023-03-03,101785,64.66589,24.40695,-1.72,87.42,4.68,,1
2023-05-08,101695,64.142631,25.423351,8.3,57.21,,,1
2023-06-27,101237,61.040298,28.129162,20.08,62.12,2.4,,1
2024-03-20,101785,64.66589,24.40695,0.27,80.08,6.87,,1
2024-05-05,101252,61.1982,28.47308,4.75,68.88,4.84,,1
2024-05-25,137208,62.393322,25.688617,16.73,81.58,2.05,0.0,1
2024-06-06,101831,64.663925,28.056704,18.21,60.79,3.13,0.2,1
2024-08-10,137208,62.393322,25.688617,15.98,92.96,3.56,7.2,1
2024-09-02,101103,61.25294,22.34613,13.39,92.62,2.3,1.3,1
2024-10-19,100947,60.37788,22.0964,12.09,82.83,8.09,,1
2024-12-09,101826,64.931252,28.746722,-4.19,93.5,3.02,1.3,1
2025-01-18,100947,60.37788,22.0964,4.17,69.5,8.01,,1
2025-02-03,101851,65.868932,24.179364,-17.11,84.62,2.26,0.0,1
2025-04-17,101785,64.66589,24.40695,7.78,77.5,6.63,,1
2025-04-27,137208,62.393322,25.688617,2.07,51.12,2.53,0.0,1
2025-06-09,101785,64.66589,24.40695,9.4,83.29,5.11,,1
2025-06-04,101785,64.66589,24.40695,13.53,57.96,5.31,,1
2025-06-18,101785,64.66589,24.40695,12.13,83.88,4.67,,1
2025-06-19,101851,65.868932,24.179364,12.53,63.0,,0.2,1
2025-07-25,101103,61.25294,22.34613,23.16,68.71,1.82,0.0,1
2025-07-24,105427,61.136575,21.515178,23.05,69.67,,0.0,1
2025-08-16,101785,64.66589,24.40695,13.36,78.96,5.35,,1
2025-09-02,101660,63.75144,22.52282,14.25,84.67,6.09,,1
2025-09-05,137208,62.393322,25.688617,14.52,90.92,2.14,0.0,1
2025-11-30,101608,62.65695,29.636079,2.43,90.67,3.49,,1
2026-03-06,100947,60.37788,22.0964,0.75,86.25,4.13,,1
2026-04-11,137208,62.393322,25.688617,3.29,40.54,2.07,0.0,1
2026-05-08,100934,60.386903,22.551826,8.05,46.29,,0.0,1
2015-04-16,100683,60.303725,25.549164,3.99,81.88,4.93,,1
2015-07-07,100683,60.303725,25.549164,14.86,87.12,5.31,,1
2015-08-25,137208,62.393322,25.688617,17.06,70.38,1.16,0.0,1
2015-09-12,100947,60.37788,22.0964,15.31,79.88,4.89,,1
2015-09-29,101851,65.868932,24.179364,9.17,89.46,4.16,0.4,1
2016-04-22,100947,60.37788,22.0964,4.12,82.21,3.46,,1
2016-09-25,101785,64.66589,24.40695,11.03,89.04,4.38,,1
2016-10-02,100947,60.37788,22.0964,11.24,76.04,2.55,,1
2017-04-19,100947,60.37788,22.0964,1.29,68.12,4.22,,1
2017-04-22,101726,63.840899,27.220614,1.16,82.08,2.3,0.2,1
2017-07-18,101660,63.75144,22.52282,13.23,75.92,8.81,,1
2017-07-18,100947,60.37788,22.0964,15.57,67.21,5.72,,1
2017-08-07,101851,65.868932,24.179364,12.41,77.46,1.37,0.0,1
2017-10-04,100947,60.37788,22.0964,12.02,81.54,6.42,,1
2017-12-22,100947,60.37788,22.0964,2.05,84.33,5.71,,1
2018-01-17,100947,60.37788,22.0964,-6.43,82.75,7.5,,1
2018-02-09,101785,64.66589,24.40695,-3.47,85.96,8.21,,1
2018-04-07,101785,64.66589,24.40695,-1.02,84.42,8.83,,1
2018-05-07,100967,60.464154,23.649757,13.47,69.88,2.6,0.0,1
2018-05-09,100947,60.37788,22.0964,13.43,42.33,5.32,,1
2018-05-10,100683,60.303725,25.549164,11.96,57.38,4.57,,1
2018-05-20,100967,60.464154,23.649757,14.1,45.38,2.21,0.0,1
2018-05-24,101528,63.44564,24.44422,10.57,54.83,1.0,,1
2018-07-13,101851,65.868932,24.179364,20.95,63.29,1.42,0.0,1
2018-07-28,137208,62.393322,25.688617,20.72,81.46,3.82,0.0,1
2018-09-21,101785,64.66589,24.40695,13.01,81.12,10.6,,1
2018-09-27,101785,64.66589,24.40695,7.38,75.46,11.55,,1
2018-09-30,101785,64.66589,24.40695,8.72,82.0,10.83,,1
2018-10-08,100949,60.454391,22.178695,6.33,90.33,4.01,8.1,1
2019-06-10,101851,65.868932,24.179364,11.22,79.71,3.76,0.1,1
2019-07-28,101690,64.05029,24.72468,17.45,60.88,4.15,0.0,1
2019-08-16,100947,60.37788,22.0964,17.84,77.75,6.24,,1
2019-09-03,101851,65.868932,24.179364,13.26,80.92,3.54,2.5,1
2019-09-14,100947,60.37788,22.0964,13.32,65.46,7.75,,1
2020-04-21,100974,60.244455,24.049514,9.18,55.88,,0.0,1
2020-06-05,100947,60.37788,22.0964,14.79,77.25,4.01,,1
2020-06-02,101528,63.44564,24.44422,16.53,59.96,1.36,,1
2020-06-12,137208,62.393322,25.688617,17.73,49.54,1.69,0.0,1
2020-06-24,137208,62.393322,25.688617,23.13,43.42,1.93,0.0,1
2020-07-18,874863,60.177967,24.787433,20.15,69.42,4.05,0.0,1
2020-07-27,101237,61.040298,28.129162,18.17,66.88,2.02,,1
2020-08-25,137208,62.393322,25.688617,11.19,73.04,1.93,0.0,1
2020-10-17,101237,61.040298,28.129162,2.97,90.08,2.97,,1
2020-11-08,101851,65.868932,24.179364,0.31,74.58,2.04,0.0,1
2021-04-17,137208,62.393322,25.688617,5.72,52.54,1.82,0.0,1
2021-04-17,101503,63.120333,23.043639,7.64,55.71,1.82,0.0,1
2021-06-17,101128,60.64668,23.80559,16.43,65.96,3.82,0.0,1
2021-07-04,101851,65.868932,24.179364,22.4,64.45,2.35,0.0,1
2021-08-17,101785,64.66589,24.40695,15.3,87.21,2.96,,1
2021-12-07,101785,64.66589,24.40695,-14.83,85.92,3.48,,1
2021-12-19,101785,64.66589,24.40695,-3.9,86.08,6.62,,1
2022-04-28,101785,64.66589,24.40695,-0.3,86.04,5.12,,1
2022-06-22,101785,64.66589,24.40695,12.83,75.54,3.25,,1
2022-07-01,101785,64.66589,24.40695,24.1,51.17,4.06,,1
2022-07-04,101237,61.040298,28.129162,22.5,50.67,2.57,,1
2022-09-05,100947,60.37788,22.0964,10.38,69.08,4.08,,1
2022-11-19,101311,61.517566,23.753878,-2.88,84.71,7.69,,1
2023-05-09,100947,60.37788,22.0964,7.57,73.21,6.5,,1
2023-06-22,101311,61.517566,23.753878,18.61,82.21,3.64,,1
2023-08-19,101660,63.75144,22.52282,15.88,74.42,2.69,,1
2023-09-22,101252,61.1982,28.47308,16.87,83.33,7.2,,1
2023-10-08,101785,64.66589,24.40695,4.35,76.21,7.76,,1
2023-10-21,101851,65.868932,24.179364,-5.11,81.0,0.75,0.0,1
2023-12-25,101785,64.66589,24.40695,-3.7,93.83,3.53,,1
2024-05-04,101059,60.722198,21.02681,6.52,75.79,6.31,0.0,1
2024-05-15,100683,60.303725,25.549164,13.36,68.25,3.48,,1
2024-06-05,101065,60.515647,22.279155,15.9,65.42,3.6,,1
2024-06-05,101191,60.898392,26.948819,20.1,56.62,3.27,0.0,1
2024-06-26,101252,61.1982,28.47308,22.25,65.67,3.46,,1
2024-07-16,101660,63.75144,22.52282,17.77,84.67,1.85,,1
2024-08-06,101785,64.66589,24.40695,17.68,75.62,3.02,,1
2024-08-11,101231,60.527197,27.672743,14.62,83.0,2.26,3.7,1
2024-08-23,101785,64.66589,24.40695,16.78,76.33,4.33,,1
2024-08-26,101660,63.75144,22.52282,16.27,74.0,14.11,,1
2024-09-15,101851,65.868932,24.179364,8.79,82.46,1.05,0.0,1
2024-09-26,101785,64.66589,24.40695,11.92,75.25,12.6,,1
2025-02-06,101851,65.868932,24.179364,-3.55,90.5,3.59,0.0,1
2025-03-16,101851,65.868932,24.179364,-5.35,59.25,2.33,0.0,1
2025-05-21,101586,62.89256,27.63331,7.75,64.23,3.1,0.0,1
2025-07-19,101237,61.040298,28.129162,20.47,57.46,1.94,0.0,1
2025-11-18,101044,61.460112,21.808395,-7.49,92.38,1.37,0.0,1
2026-03-04,101103,61.25294,22.34613,3.32,71.54,6.57,0.0,1
2026-04-11,101237,61.040298,28.129162,4.85,32.25,3.23,0.0,1
2026-04-15,101785,64.66589,24.40695,5.89,62.83,2.3,,1
2026-05-01,874863,60.177967,24.787433,13.03,58.88,3.74,0.0,1
2026-05-03,101851,65.868932,24.179364,3.92,59.54,,0.0,1
2026-05-06,101150,60.999201,24.491625,6.0,47.0,4.01,0.0,1
2015-04-11,101695,64.142631,25.423351,3.21,61.83,,,1
2015-06-12,101851,65.868932,24.179364,9.83,66.62,2.72,0.4,1
2015-07-24,101785,64.66589,24.40695,15.8,85.79,5.13,,1
2015-09-07,100947,60.37788,22.0964,13.07,81.21,8.0,,1
2015-10-06,100947,60.37788,22.0964,4.73,72.62,4.53,,1
2015-12-13,101785,64.66589,24.40695,-3.71,93.42,4.58,,1
2016-04-09,101785,64.66589,24.40695,1.44,89.54,6.59,,1
2016-04-12,101851,65.868932,24.179364,0.73,78.79,1.27,0.0,1
2016-04-14,101785,64.66589,24.40695,-1.78,63.25,3.98,,1
2016-05-04,100955,60.374748,23.116611,11.28,54.58,,0.0,1
2016-06-01,100947,60.37788,22.0964,19.79,57.46,3.4,,1
2016-06-30,101851,65.868932,24.179364,17.99,79.04,1.78,0.9,1
2016-07-22,101851,65.868932,24.179364,19.53,57.54,1.95,0.0,1
2016-07-29,100947,60.37788,22.0964,19.05,83.5,3.53,,1
2017-03-13,101785,64.66589,24.40695,2.05,80.33,4.97,,1
2017-03-24,100683,60.303725,25.549164,0.61,65.54,4.79,,1
2017-04-08,100947,60.37788,22.0964,2.6,75.75,4.29,,1
2017-04-08,101194,60.6965,26.811056,1.47,69.88,,0.0,1
2017-06-22,100947,60.37788,22.0964,12.22,69.75,7.35,,1
2017-07-30,101185,61.26521,25.520206,18.3,72.08,1.32,,1
2018-04-07,101851,65.868932,24.179364,-1.29,71.5,1.9,0.0,1
2018-04-27,101785,64.66589,24.40695,2.38,87.38,,,1
2018-05-08,101128,60.64668,23.80559,13.08,51.96,1.9,0.0,1
2018-06-17,100947,60.37788,22.0964,17.1,73.79,3.73,,1
2018-06-24,101851,65.868932,24.179364,11.96,75.04,2.23,0.0,1
2018-06-29,101310,62.327833,23.542283,11.65,73.92,4.75,,1
2018-07-02,101785,64.66589,24.40695,17.37,52.0,5.1,,1
2018-09-13,100947,60.37788,22.0964,14.86,69.92,7.2,,1
2018-10-10,101785,64.66589,24.40695,8.36,81.67,9.39,,1
2019-04-01,101785,64.66589,24.40695,-0.44,85.42,9.11,,1
2019-04-29,100947,60.37788,22.0964,7.26,61.75,1.37,,1
2019-06-02,101851,65.868932,24.179364,9.37,64.92,1.58,1.0,1
2019-06-13,101252,61.1982,28.47308,13.31,62.21,6.35,,1
2019-07-27,100947,60.37788,22.0964,24.65,67.42,2.95,,1
2019-08-07,101785,64.66589,24.40695,10.99,81.92,4.08,,1
2019-08-10,101928,66.49832,25.7088,13.65,62.71,1.91,,1
2019-09-28,101462,63.058578,21.754597,5.87,82.92,1.68,,1
2019-10-28,100947,60.37788,22.0964,2.02,92.38,4.09,,1
2020-05-26,101252,61.1982,28.47308,14.48,61.92,2.25,,1
2020-05-01,101572,63.143426,27.313171,3.45,53.17,2.28,0.0,1
2020-06-01,101103,61.25294,22.34613,18.68,51.25,3.3,0.0,1
2020-07-03,101785,64.66589,24.40695,12.72,78.25,9.75,,1
2020-07-18,101237,61.040298,28.129162,21.9,56.04,2.89,,1
2020-08-02,101851,65.868932,24.179364,14.66,81.17,1.93,0.0,1
2020-08-13,100947,60.37788,22.0964,16.87,80.12,3.72,,1
2020-10-17,101555,62.921782,26.424701,4.2,96.04,,2.6,1
2021-02-13,101851,65.868932,24.179364,-13.42,87.71,1.22,0.0,1
2021-05-12,101586,62.89256,27.63331,19.39,40.83,2.96,0.0,1
2021-05-18,101103,61.25294,22.34613,12.38,76.25,2.54,3.2,1
2021-06-08,101785,64.66589,24.40695,17.33,60.21,4.16,,1
2021-06-09,101570,62.998421,27.808174,18.45,50.5,1.75,,1
2021-06-10,100683,60.303725,25.549164,18.52,56.79,2.61,,1
2021-06-12,101885,65.57489,28.217659,19.22,50.29,4.6,0.0,1
2021-06-25,101785,64.66589,24.40695,17.57,72.21,3.84,,1
2021-06-27,101124,61.465606,23.746783,20.45,64.42,,0.0,1
2021-07-03,101785,64.66589,24.40695,19.65,69.71,2.53,,1
2021-07-09,101252,61.1982,28.47308,22.79,63.5,3.11,,1
2021-09-09,103794,60.627725,25.193422,14.31,90.88,1.76,0.3,1
2021-09-15,100947,60.37788,22.0964,10.04,74.21,5.0,,1
2021-10-12,101785,64.66589,24.40695,7.03,87.38,4.37,,1
2022-05-13,100683,60.303725,25.549164,11.09,66.04,5.26,,1
2022-05-23,137208,62.393322,25.688617,13.18,44.08,2.04,0.0,1
2022-05-26,100947,60.37788,22.0964,11.45,79.27,3.92,,1
2022-07-20,100947,60.37788,22.0964,18.57,71.21,4.16,,1
2022-10-04,100947,60.37788,22.0964,9.56,81.21,6.39,,1
2023-02-24,101785,64.66589,24.40695,-5.93,91.33,4.99,,1
2023-05-10,101785,64.66589,24.40695,9.33,63.67,7.93,,1
2023-05-19,101785,64.66589,24.40695,8.08,75.54,7.49,,1
2023-06-14,101933,66.579444,26.010944,15.88,47.42,2.45,0.0,1
2023-08-14,101103,61.25294,22.34613,18.57,76.54,3.07,0.0,1
2023-08-28,101636,63.321083,30.045778,13.08,80.67,2.05,1.7,1
2023-09-28,101660,63.75144,22.52282,13.17,87.71,6.1,,1
2023-10-17,101785,64.66589,24.40695,3.0,78.92,5.39,,1
2023-10-22,101785,64.66589,24.40695,-1.85,84.12,3.48,,1
2024-01-11,101785,64.66589,24.40695,-7.6,83.54,7.14,,1
2024-04-13,101726,63.840899,27.220614,6.39,67.33,2.97,0.0,1
2024-04-18,101785,64.66589,24.40695,-2.26,49.62,4.38,,1
2024-06-09,101237,61.040298,28.129162,11.04,85.38,2.78,13.8,1
2024-07-03,101660,63.75144,22.52282,15.1,81.79,4.08,,1
2024-07-14,101851,65.868932,24.179364,16.32,73.29,2.44,0.0,1
2024-07-16,101785,64.66589,24.40695,17.16,84.58,2.6,,1
2024-07-28,100947,60.37788,22.0964,19.54,71.67,4.4,,1
2024-07-31,101785,64.66589,24.40695,16.27,89.62,4.17,,1
2024-08-14,101950,66.715557,27.159063,17.44,68.92,1.63,0.0,1
2024-08-21,101237,61.040298,28.129162,16.76,73.29,2.88,0.0,1
2024-08-28,101191,60.898392,26.948819,15.15,82.62,3.34,0.0,1
2024-09-07,100947,60.37788,22.0964,18.38,87.08,3.45,,1
2024-10-17,101785,64.66589,24.40695,8.0,87.04,8.48,,1
2024-11-04,100947,60.37788,22.0964,5.07,77.46,4.71,,1
2024-12-27,101840,65.789444,24.582778,2.25,76.75,6.94,,1
2025-02-17,101851,65.868932,24.179364,-13.36,88.75,0.93,0.1,1
2025-05-19,137208,62.393322,25.688617,13.77,46.21,2.44,0.0,1
2025-05-21,137208,62.393322,25.688617,7.98,53.83,3.18,0.0,1
2025-06-14,101851,65.868932,24.179364,12.56,73.54,,0.0,1
2025-06-26,100947,60.37788,22.0964,15.03,70.67,4.09,,1
2025-07-28,137208,62.393322,25.688617,21.28,78.54,2.76,0.3,1
2025-08-02,101660,63.75144,22.52282,21.25,79.71,6.62,,1
2025-08-12,101118,61.419402,23.622561,14.1,82.96,1.85,,1
2025-11-07,101840,65.789444,24.582778,-4.2,95.79,0.72,,1
2025-12-29,101785,64.66589,24.40695,-2.33,74.67,14.86,,1
2015-02-08,101785,64.66589,24.40695,-4.68,69.17,10.47,,1
2015-03-01,101785,64.66589,24.40695,2.12,71.5,8.9,,1
2015-03-08,101851,65.868932,24.179364,2.24,81.88,3.35,0.0,1
2015-05-04,100955,60.374748,23.116611,6.7,49.17,,0.0,1
2015-05-30,101194,60.6965,26.811056,12.1,61.12,,0.0,1
2015-06-06,100683,60.303725,25.549164,12.07,71.0,4.26,,1
2015-06-07,101367,61.879418,26.094783,12.85,65.38,,0.0,1
2015-09-15,100947,60.37788,22.0964,14.78,82.29,7.84,,1
2015-09-28,101785,64.66589,24.40695,9.76,78.38,7.08,,1
2015-10-17,101246,61.038791,28.563954,2.56,90.88,2.75,,1
2016-05-03,100947,60.37788,22.0964,8.49,73.5,3.51,,1
2016-06-05,100947,60.37788,22.0964,11.42,56.92,5.42,,1
2016-08-18,101785,64.66589,24.40695,15.75,80.58,4.37,,1
2016-10-01,100683,60.303725,25.549164,11.92,65.46,5.12,,1
2016-10-31,101846,65.67318,24.515193,1.37,94.79,3.97,,1
2016-11-12,101851,65.868932,24.179364,-16.6,84.75,0.89,0.0,1
2016-12-31,101103,61.25294,22.34613,4.9,86.96,5.05,0.0,1
2017-05-05,101289,62.413445,22.183722,9.72,68.62,3.82,0.0,1
2017-08-22,100683,60.303725,25.549164,14.12,95.04,1.8,,1
2018-02-25,100683,60.303725,25.549164,-10.2,82.46,3.83,,1
2018-04-16,101851,65.868932,24.179364,3.5,63.96,0.93,0.0,1
2018-05-07,101785,64.66589,24.40695,6.66,67.29,6.17,,1
2018-05-08,101785,64.66589,24.40695,4.86,73.5,3.54,,1
2018-05-28,101826,64.931252,28.746722,15.23,48.0,3.0,0.0,1
2018-05-29,101191,60.898392,26.948819,19.73,38.83,,,1
2018-06-13,100947,60.37788,22.0964,13.75,57.17,4.29,,1
2018-07-28,101785,64.66589,24.40695,21.27,64.67,4.46,,1
2018-09-03,101421,62.322213,27.90785,16.18,86.58,1.21,0.0,1
2019-03-28,101104,60.813972,23.49825,3.15,80.25,3.28,0.0,1
2019-05-23,100947,60.37788,22.0964,14.16,85.33,4.15,,1
2019-06-07,101773,64.297563,30.170683,23.62,51.46,1.75,0.0,1
2019-09-08,137208,62.393322,25.688617,13.41,82.42,2.27,0.0,1
2019-09-10,100947,60.37788,22.0964,19.12,75.79,5.6,,1
2020-02-17,101851,65.868932,24.179364,0.02,92.67,3.42,0.6,1
2020-03-26,101851,65.868932,24.179364,1.23,74.88,2.62,0.0,1
2020-05-29,101237,61.040298,28.129162,13.47,44.62,2.68,,1
2020-05-12,101851,65.868932,24.179364,2.1,66.25,2.3,0.0,1
2020-05-05,101690,64.05029,24.72468,6.14,57.08,2.8,0.0,1
2020-06-02,103794,60.627725,25.193422,11.45,57.88,1.93,0.0,1
2020-06-20,101191,60.898392,26.948819,19.12,54.96,4.71,,1
2020-08-05,101785,64.66589,24.40695,16.14,79.83,6.48,,1
2020-08-15,101785,64.66589,24.40695,17.47,81.92,8.78,,1
2020-09-27,101237,61.040298,28.129162,14.22,78.71,2.77,,1
2020-11-04,101237,61.040298,28.129162,6.22,94.71,2.64,,1
2020-12-18,101785,64.66589,24.40695,-5.14,88.67,6.57,,1
2021-04-14,101851,65.868932,24.179364,0.93,65.12,2.32,0.0,1
2021-05-11,137208,62.393322,25.688617,16.88,56.08,4.42,0.0,1
2021-05-24,101785,64.66589,24.40695,5.2,93.42,4.04,,1
2021-06-11,101252,61.1982,28.47308,19.05,58.21,3.11,,1
2021-08-01,100947,60.37788,22.0964,18.24,79.0,6.9,,1
2021-08-12,137208,62.393322,25.688617,15.99,78.17,1.43,0.0,1
2021-12-06,100947,60.37788,22.0964,-12.96,88.08,4.33,,1
2021-12-20,100947,60.37788,22.0964,-5.91,72.0,8.44,,1
2022-01-18,100947,60.37788,22.0964,-0.17,77.54,4.67,,1
2022-02-09,101851,65.868932,24.179364,-6.33,93.83,2.19,0.0,1
2022-06-26,101252,61.1982,28.47308,23.98,68.42,1.89,,1
2022-08-31,101785,64.66589,24.40695,9.89,63.71,4.79,,1
2022-08-08,137208,62.393322,25.688617,11.97,78.0,1.91,0.0,1
2022-12-16,101785,64.66589,24.40695,-4.25,85.92,7.32,,1
2023-01-02,101785,64.66589,24.40695,-0.85,88.71,6.77,,1
2023-04-21,101785,64.66589,24.40695,3.28,86.33,4.34,,1
2023-05-11,101272,62.183286,22.799827,12.41,42.33,,0.0,1
2023-06-10,100947,60.37788,22.0964,13.43,55.12,3.13,,1
2023-06-14,101800,64.501444,26.423857,15.03,52.71,2.27,0.0,1
2023-06-16,101237,61.040298,28.129162,22.13,43.08,2.15,,1
2023-06-19,100947,60.37788,22.0964,20.5,56.62,3.82,,1
2023-07-12,100683,60.303725,25.549164,16.9,66.58,2.93,,1
2023-08-18,101660,63.75144,22.52282,15.85,75.42,4.09,,1
2023-08-19,101851,65.868932,24.179364,14.5,85.38,1.88,0.0,1
2023-08-20,101660,63.75144,22.52282,16.55,75.38,2.82,,1
2024-05-28,101851,65.868932,24.179364,13.12,74.58,2.9,0.0,1
2024-06-28,101785,64.66589,24.40695,22.41,56.92,4.54,,1
2024-09-09,100683,60.303725,25.549164,20.16,69.21,6.43,,1
2024-09-10,101237,61.040298,28.129162,19.22,63.75,3.69,0.0,1
2025-03-19,101851,65.868932,24.179364,-0.71,48.04,3.82,0.0,1
2025-07-24,855522,61.68751,27.20671,22.32,68.83,1.12,0.0,1
2025-07-24,103794,60.627725,25.193422,22.15,68.71,1.35,0.0,1
2025-08-09,101536,62.510444,24.807639,15.0,84.33,2.2,0.0,1
2025-09-26,100947,60.37788,22.0964,13.04,79.83,3.52,,1
2025-10-02,137208,62.393322,25.688617,5.73,87.21,1.34,0.0,1
2025-10-04,100947,60.37788,22.0964,9.84,79.75,8.37,,1
2026-03-28,137208,62.393322,25.688617,3.13,68.5,3.62,0.0,1
2026-03-28,101185,61.26521,25.520206,2.69,77.54,1.93,,1
2026-04-12,101104,60.813972,23.49825,5.08,55.12,3.08,0.0,1
2026-05-02,101785,64.66589,24.40695,7.12,72.79,6.75,,1
