date,fmisid,station_lat,station_lon,temperature,humidity,wind_speed,precipitation,fire,days_since_rain,temp_rolling_7d,precip_7d_sum,consecutive_dry_days
2015-08-22,100947,60.37788,22.0964,18.49,74.25,2.23,,1,0.0,17.654285714285713,,0.0
2017-04-16,100947,60.37788,22.0964,-1.07,63.12,6.08,,1,0.0,1.82,,0.0
2023-09-04,101958,67.021906,27.218269,10.16,93.62,11.08,,1,0.0,11.838571428571429,,0.0
2017-01-27,101660,63.75144,22.52282,,,8.15,,1,0.0,,,0.0
2017-04-19,100947,60.37788,22.0964,1.29,68.12,4.22,,1,0.0,0.42,,0.0
2021-04-16,100683,60.303725,25.549164,7.54,43.08,5.92,,1,0.0,4.3,,0.0
2024-09-07,100947,60.37788,22.0964,18.38,87.08,3.45,,1,0.0,16.824285714285715,,0.0
2020-06-19,104796,60.974654,25.620202,20.56,64.04,,0.0,1,0.0,20.337142857142858,8.9,0.0
2015-11-18,101194,60.6965,26.811056,3.0,99.21,,9.0,1,0.0,3.9314285714285715,17.3,0.0
2018-10-08,101851,65.868932,24.179364,2.59,89.46,3.06,5.2,1,1.0,2.165714285714286,8.4,1.0
2015-06-07,100947,60.37788,22.0964,12.23,70.79,7.27,,1,0.0,11.588571428571429,,0.0
2025-07-14,101785,64.66589,24.40695,19.86,76.08,4.78,,1,0.0,15.721428571428573,,0.0
2022-09-20,101851,65.868932,24.179364,5.6,75.1,1.94,0.0,1,1.0,10.248571428571427,31.4,1.0
2025-05-17,137208,62.393322,25.688617,13.46,53.75,2.64,0.0,1,2.0,7.521428571428571,5.4,2.0
2018-06-29,101310,62.327833,23.542283,11.65,73.92,4.75,,1,0.0,14.255714285714285,,0.0
2019-06-11,100947,60.37788,22.0964,17.07,69.46,4.73,,1,0.0,17.027142857142856,,0.0
2015-04-21,101246,61.038791,28.563954,4.94,58.75,3.73,,1,0.0,3.044285714285714,,0.0
2024-09-07,137208,62.393322,25.688617,15.63,81.83,1.8,0.0,1,3.0,16.12142857142857,5.5,3.0
2018-07-24,101785,64.66589,24.40695,22.12,70.12,3.64,,1,0.0,24.00142857142857,,0.0
2020-06-24,101572,63.143426,27.313171,22.75,49.5,3.05,0.0,1,5.0,18.794285714285714,5.4,5.0
2020-06-02,101528,63.44564,24.44422,16.53,59.96,1.36,,1,0.0,11.995714285714286,,0.0
2020-06-16,107113,63.996179,28.059716,17.72,57.0,,0.0,1,6.0,17.434285714285714,0.4,6.0
2019-07-24,101785,64.66589,24.40695,17.96,94.12,3.28,,1,0.0,17.06714285714286,,0.0
2015-08-15,101785,64.66589,24.40695,14.78,73.12,6.69,,1,0.0,16.367142857142856,,0.0
2023-04-22,101231,60.527197,27.672743,7.48,71.12,2.58,0.0,1,7.0,5.234285714285714,0.0,7.0
2017-11-08,100947,60.37788,22.0964,7.5,81.38,6.39,,1,0.0,6.18,,0.0
2025-03-02,101785,64.66589,24.40695,0.2,91.21,8.74,,1,0.0,1.9414285714285715,,0.0
2021-09-02,101851,65.868932,24.179364,7.83,76.42,1.56,0.8,1,1.0,10.775714285714287,0.5,1.0
2026-03-06,100967,60.464154,23.649757,0.99,80.75,2.14,0.0,1,2.0,1.31,5.5,2.0
2017-05-11,101785,64.66589,24.40695,0.61,70.79,5.27,,1,0.0,1.587142857142857,,0.0
2022-03-01,101851,65.868932,24.179364,-2.22,87.29,3.41,0.1,1,4.0,-7.077142857142857,14.4,4.0
2018-06-05,100947,60.37788,22.0964,9.08,54.33,11.3,,1,0.0,16.111428571428572,,0.0
2019-06-09,101785,64.66589,24.40695,16.23,82.54,8.95,,1,0.0,14.072857142857144,,0.0
2025-04-15,101785,64.66589,24.40695,3.77,75.19,5.69,,1,0.0,0.13714285714285726,,0.0
2019-08-16,100947,60.37788,22.0964,17.84,77.75,6.24,,1,0.0,17.55857142857143,,0.0
2019-12-01,100947,60.37788,22.0964,1.61,78.67,6.58,,1,0.0,2.6828571428571424,,0.0
2024-06-01,101237,61.040298,28.129162,22.06,60.58,2.3,,1,0.0,20.114285714285717,,0.0
2016-05-06,101785,64.66589,24.40695,8.67,65.79,4.81,,1,0.0,6.881428571428572,,0.0
2024-03-10,101785,64.66589,24.40695,-1.31,93.38,4.64,,1,0.0,-1.92,,0.0
2022-06-01,101246,61.038791,28.563954,15.44,58.0,4.75,,1,0.0,12.022857142857143,,0.0
2025-08-06,101103,61.25294,22.34613,15.01,79.62,3.7,6.8,1,0.0,20.332857142857144,41.8,0.0
2025-02-17,101851,65.868932,24.179364,-13.36,88.75,0.93,0.1,1,1.0,-7.252857142857143,0.5,1.0
2017-08-07,101851,65.868932,24.179364,12.41,77.46,1.37,0.0,1,1.0,14.904285714285715,7.6,1.0
2024-10-15,101785,64.66589,24.40695,6.5,79.79,5.46,,1,0.0,5.271428571428571,,0.0
2017-12-05,100683,60.303725,25.549164,-0.19,89.33,3.58,,1,0.0,2.3414285714285716,,0.0
2024-05-31,100683,60.303725,25.549164,22.03,67.12,2.62,,1,0.0,18.648571428571426,,0.0
2018-07-09,100955,60.374748,23.116611,20.21,66.79,,0.0,1,4.0,16.49142857142857,20.1,4.0
2021-11-20,101785,64.66589,24.40695,1.61,84.12,7.35,,1,0.0,2.8771428571428572,,0.0
2024-05-24,101851,65.868932,24.179364,12.85,65.25,2.82,0.0,1,4.0,8.694285714285714,0.2,4.0
2023-04-18,101785,64.66589,24.40695,1.77,81.17,3.73,,1,0.0,2.152857142857143,,0.0
2022-06-24,100947,60.37788,22.0964,17.46,88.0,5.19,,1,0.0,15.945714285714287,,0.0
2024-05-26,101851,65.868932,24.179364,11.91,49.67,2.61,0.0,1,6.0,9.569999999999999,0.2,6.0
2018-05-10,101787,64.684206,25.089192,15.24,39.83,3.05,0.0,1,2.0,7.39,16.5,2.0
2024-05-28,101831,64.663925,28.056704,17.35,68.42,2.28,2.0,1,3.0,12.097142857142858,7.4,3.0
2018-05-10,100683,60.303725,25.549164,11.96,57.38,4.57,,1,0.0,8.92,,0.0
2020-10-10,101459,62.23539,30.34662,9.64,85.79,,0.3,1,0.0,10.73,26.900000000000002,0.0
2022-02-10,100683,60.303725,25.549164,0.62,82.08,4.21,,1,0.0,-1.7842857142857143,,0.0
2024-09-05,104796,60.974654,25.620202,19.63,76.25,,0.0,1,3.0,17.077142857142857,17.5,3.0
2016-05-16,100947,60.37788,22.0964,9.89,82.04,4.37,,1,0.0,11.464285714285714,,0.0
2025-07-29,101840,65.789444,24.582778,22.88,76.88,2.45,,1,0.0,21.360000000000003,,0.0
2020-06-23,101572,63.143426,27.313171,21.8,52.83,2.69,0.0,1,4.0,18.55142857142857,5.4,4.0
2024-09-08,137208,62.393322,25.688617,15.86,84.46,1.72,0.0,1,4.0,16.29285714285714,1.2,4.0
2016-07-22,101785,64.66589,24.40695,19.41,60.71,4.61,,1,0.0,16.46,,0.0
2021-07-16,101785,64.66589,24.40695,17.98,62.38,9.32,,1,0.0,20.82,,0.0
2020-11-15,101150,60.999201,24.491625,3.16,84.5,4.7,0.0,1,2.0,3.097142857142857,2.9,2.0
2020-06-24,101851,65.868932,24.179364,21.86,66.29,1.4,0.0,1,5.0,17.685714285714287,20.7,5.0
2023-05-10,101690,64.05029,24.72468,13.59,43.88,3.77,0.0,1,5.0,4.54,1.9,5.0
2021-07-29,101660,63.75144,22.52282,20.55,75.38,5.42,,1,0.0,17.842857142857145,,0.0
2019-06-08,100947,60.37788,22.0964,18.87,85.75,4.47,,1,0.0,14.981428571428571,,0.0
2021-05-15,101785,64.66589,24.40695,14.1,73.88,3.34,,1,0.0,9.177142857142858,,0.0
2020-05-30,101272,62.183286,22.799827,12.97,52.29,,0.0,1,7.0,12.017142857142858,0.0,7.0
2024-11-27,101785,64.66589,24.40695,-3.48,94.86,3.51,,1,0.0,-0.5985714285714285,,0.0
2018-10-19,101851,65.868932,24.179364,5.36,77.92,1.7,0.0,1,1.0,7.687142857142858,6.3,1.0
2017-04-18,101104,60.813972,23.49825,-0.96,52.0,2.91,0.0,1,2.0,-0.9585714285714285,2.8,2.0
2021-03-18,101785,64.66589,24.40695,-8.58,77.83,6.17,,1,0.0,-4.198571428571428,,0.0
2015-08-17,101128,60.64668,23.80559,14.22,64.71,2.17,0.0,1,7.0,15.932857142857143,0.0,7.0
2018-10-01,101785,64.66589,24.40695,7.6,83.83,6.36,,1,0.0,7.7871428571428565,,0.0
2022-05-24,101851,65.868932,24.179364,12.9,45.58,2.22,0.0,1,7.0,7.7700000000000005,0.0,7.0
2021-06-24,100683,60.303725,25.549164,19.73,89.46,3.11,,1,0.0,20.318571428571428,,0.0
2025-08-09,101851,65.868932,24.179364,17.02,81.04,,0.0,1,2.0,18.325714285714287,86.3,2.0
2021-04-09,101785,64.66589,24.40695,0.87,82.33,8.39,,1,0.0,0.6628571428571428,,0.0
2025-12-22,101785,64.66589,24.40695,-6.04,77.83,3.6,,1,0.0,1.8128571428571427,,0.0
2015-09-27,100947,60.37788,22.0964,11.96,82.54,4.82,,1,0.0,13.425714285714287,,0.0
2024-10-28,101785,64.66589,24.40695,6.68,77.29,11.34,,1,0.0,8.075714285714286,,0.0
